ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Visibility(mi),Weather_Condition,Crossing,Junction,Traffic_Signal,Station,Stop,Amenity,Bump,Give_Way,No_Exit,Railway,Roundabout,Traffic_Calming,Turning_Loop
A-4745,2,2023-04-26 03:05:23,2023-04-26 03:38:22,41.858893014402625,-87.62890939258261,0.014803187686821527,74.45480715205407,67.5309653167871,10.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4746,3,2023-04-26 03:40:20,2023-04-26 04:51:19,29.840665065025192,-95.26855816628651,0.13188082427723938,79.18489110056925,38.503508461854636,9.158511201309278,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False
A-4747,3,2023-04-26 04:15:16,2023-04-26 04:38:24,40.75869883857839,-74.0205423386224,0.7913442994690424,59.97851881286198,66.54196975189501,8.661020563602742,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False
A-4748,2,2023-04-26 04:50:13,2023-04-26 05:46:31,29.69793560387368,-95.40886189797574,0.45480053697883754,81.43383406150345,94.3376345094492,7.23270615527295,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4749,2,2023-04-26 05:25:10,2023-04-26 06:03:00,34.16204338635078,-118.33060333255983,0.22414345862775073,45.65205511982448,38.63760632924063,6.542942466192256,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4750,4,2023-04-26 06:00:07,2023-04-26 06:47:03,25.716871747515214,-80.20582865395158,0.1382189394191737,60.10940533722185,57.866069315929735,9.934774729363,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4751,2,2023-04-26 06:35:03,2023-04-26 07:28:00,29.796816659848133,-95.35623065546258,0.8042980412214796,27.37992642929806,76.97680810072659,7.140990367396942,Clear,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4752,3,2023-04-26 07:10:00,2023-04-26 07:27:47,40.711605970204566,-74.05251544690742,0.3061240126321391,71.00287962118118,25.70259354077058,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4753,2,2023-04-26 07:44:57,2023-04-26 09:55:56,34.075903227878676,-118.2524274566621,0.4730454480597696,80.4451088405359,34.0849877236871,8.57116382072025,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4754,2,2023-04-26 08:19:54,2023-04-26 09:44:18,29.68260394898504,-95.3325146601377,0.006325289407016513,89.73776367734447,70.71568387806876,8.863286726007365,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4755,2,2023-04-26 08:54:51,2023-04-26 09:36:08,41.83501978782219,-87.49928476785614,0.2809998228614893,61.77411325028613,53.166248749270586,7.086933061057874,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4756,1,2023-04-26 09:29:47,2023-04-26 10:20:28,25.71994355476193,-80.25156822029336,0.0077774082923983264,68.47638380931814,64.3876406502976,10.0,Partly Cloudy,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4757,3,2023-04-26 10:04:44,2023-04-26 10:21:13,40.75359007863254,-73.90702226856925,0.7742380563275948,64.78394059321884,68.2860524304034,8.48206709502335,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4758,2,2023-04-26 10:39:41,2023-04-26 11:25:41,34.038223116965604,-118.34340722348968,0.14334228168353902,92.12823934944095,26.55707118924495,7.807524916607418,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4759,2,2023-04-26 11:14:38,2023-04-26 11:54:38,40.75820746916872,-74.0351392385641,0.09143428363832681,69.9776652706939,94.84631185074677,7.337757137129035,Fog,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4760,3,2023-04-26 11:49:34,2023-04-26 12:25:41,34.02436083603235,-118.4239026811827,1.3045151717717112,92.81704477200688,57.884400975495204,10.0,Fair,False,False,False,False,False,True,False,False,False,False,False,False,False
A-4761,2,2023-04-26 12:24:31,2023-04-26 13:55:32,40.74147092905026,-74.01544558047377,0.00908588208455443,83.67494407049989,58.60420961017391,9.371119410232962,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4762,2,2023-04-26 12:59:28,2023-04-26 13:23:30,40.73019512645807,-74.00070871078807,0.11021175033157454,76.29408811473783,56.18329967281673,8.45862612907343,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4763,3,2023-04-26 13:34:25,2023-04-26 13:58:09,25.6621221762465,-80.20029669533751,0.13753726742042688,56.64954039663405,71.08290934686144,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4764,3,2023-04-26 14:09:22,2023-04-26 14:57:33,40.82320986316683,-73.96125156722276,0.8652492393116744,48.745132290249096,75.10384788341236,9.652887115322832,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4765,4,2023-04-26 14:44:18,2023-04-26 15:51:36,41.95852608205331,-87.59003344471975,0.6190818118355002,66.33724607307039,1.5467326971908406,9.384030850375714,Clear,False,True,True,False,False,False,False,False,False,False,False,False,False
A-4766,2,2023-04-26 15:19:15,2023-04-26 15:35:16,41.75175238703438,-87.61346769024033,1.711851444539519,66.46106323231051,76.04203141404481,7.985940614170771,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4767,2,2023-04-26 15:54:12,2023-04-26 16:44:43,41.7290562514542,-87.64909219938093,0.5934877493548874,47.54442852904341,34.58568788878678,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4768,2,2023-04-26 16:29:09,2023-04-26 17:00:07,29.790223532682337,-95.35638549332405,0.13480251172166133,81.23806714685898,49.372134840424344,10.0,Clear,False,True,False,True,False,False,False,False,False,False,False,False,False
A-4769,2,2023-04-26 17:04:06,2023-04-26 18:22:44,40.61276206851172,-73.94764624493197,0.09126243216558559,67.75750510097375,38.4245236384847,9.769808865087354,Clear,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4770,2,2023-04-26 17:39:02,2023-04-26 18:22:31,25.784295981124448,-80.24975081320977,0.7040772058257099,73.8112464569501,48.82909901207675,9.39379551306643,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4771,2,2023-04-26 18:13:59,2023-04-26 19:49:49,29.793658040798384,-95.3804248487042,1.1558299062405335,90.48132938925167,52.78301922470747,10.0,Cloudy,True,True,False,False,False,False,False,False,False,False,False,False,False
A-4772,2,2023-04-26 18:48:56,2023-04-26 19:26:42,29.676276195332786,-95.44802035208336,1.2133538066671947,53.35530795338542,55.40773088842736,7.509855258214842,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4773,3,2023-04-26 19:23:53,2023-04-26 20:57:51,29.96376850789359,-95.49058391267867,0.7372277326987325,33.75800440288702,26.658549480346892,8.543513654279886,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4774,2,2023-04-26 19:58:49,2023-04-26 21:10:33,40.592394731447705,-74.0866369787931,0.7908289291418124,56.20847104285339,60.12433007832271,7.481902502949934,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4775,2,2023-04-26 20:33:46,2023-04-26 22:08:03,34.153741301833996,-118.16326397319376,0.5429010035816721,90.94948684683717,69.17161974601163,9.551998352602755,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4776,2,2023-04-26 21:08:43,2023-04-26 22:39:02,40.75818643815893,-73.92644684639278,0.6655757349163968,65.12627831539817,58.093380914151666,7.220462392611884,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4777,2,2023-04-26 21:43:40,2023-04-26 22:28:39,29.836561323626345,-95.37959622508302,0.06167703097174678,62.15531906915389,48.376381517731275,8.575990499349366,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4778,3,2023-04-26 22:18:37,2023-04-26 22:54:16,29.597324278009427,-95.45430465043806,0.19964782995040734,57.24936270718958,41.01817252059472,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4779,3,2023-04-26 22:53:33,2023-04-27 00:13:45,25.791127055471915,-80.17701486659102,0.30633580698262225,64.90384457517301,5.970839468321209,7.075707944443941,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4780,2,2023-04-26 23:28:30,2023-04-27 00:03:42,29.687457416986508,-95.34904640069894,0.545803048798753,56.44182063711624,69.84180980411074,10.0,Fair,True,False,True,False,False,False,False,False,False,False,False,False,False
A-4781,2,2023-04-27 00:03:27,2023-04-27 00:22:40,40.7347033540229,-74.04892430033097,0.2703690315949466,57.621109581246024,65.17288168555055,6.93288684762132,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4782,3,2023-04-27 00:38:24,2023-04-27 02:21:30,41.79833517381094,-87.7143801169616,0.23500023141669338,80.69414053800628,51.521204905565455,9.559362415327904,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4783,3,2023-04-27 01:13:20,2023-04-27 01:51:07,34.11999325705201,-118.27875212044967,0.4145945507213837,103.86371616059364,26.27401348676314,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4784,3,2023-04-27 01:48:17,2023-04-27 02:09:41,29.659076893684404,-95.2764167426093,0.2507916239945617,52.361840909169736,55.85989618342222,10.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4785,2,2023-04-27 02:23:14,2023-04-27 03:25:01,33.895106390091115,-118.29749265486355,0.03765329986605343,56.958142257590985,48.38397646588364,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4786,2,2023-04-27 02:58:11,2023-04-27 04:52:25,29.862232817379795,-95.37484780423634,1.7436527894430627,56.63275872449304,86.67735689177732,7.476153043225601,Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4787,4,2023-04-27 03:33:08,2023-04-27 05:16:55,40.73610669146551,-73.79661813288224,1.302941268834232,88.86577919635533,82.3503617812355,9.730254146975652,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4788,2,2023-04-27 04:08:04,2023-04-27 04:59:27,34.10829049605703,-118.3167243589281,0.01989499769350355,76.37593125998916,43.95064998408317,7.609047351302667,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4789,2,2023-04-27 04:43:01,2023-04-27 05:02:10,40.85293395630223,-73.86080688518669,0.3766468791274644,61.143017679430166,74.62760562725371,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4790,2,2023-04-27 05:17:58,2023-04-27 06:26:38,25.67173826563089,-80.18531003332652,0.6237429040329353,57.46280916618094,37.66384882268132,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4791,2,2023-04-27 05:52:55,2023-04-27 06:50:09,41.87924563217639,-87.67020875323293,0.47062844500943785,88.43771523517881,85.36073871456975,9.111209603285209,Fog,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4792,2,2023-04-27 06:27:51,2023-04-27 06:53:28,40.77283758895481,-74.010244159354,0.21800337439593176,65.61726589812162,63.62685494783223,9.254435164038842,Fair,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4793,3,2023-04-27 07:02:48,2023-04-27 09:01:40,41.93444024760168,-87.60501120445059,0.8129748776546494,64.41311075346428,100.0,9.042067131176395,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4794,1,2023-04-27 07:37:45,2023-04-27 07:56:50,40.733652492376415,-73.90059673447861,0.4769277233202712,32.59100872454245,45.92473600268935,8.137972257270658,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4795,4,2023-04-27 08:12:42,2023-04-27 08:48:42,34.01983746077987,-118.16609457690541,0.1365151709289858,76.93730784906779,84.90328914977891,7.868830395972862,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4796,3,2023-04-27 08:47:39,2023-04-27 09:07:07,41.75382350930694,-87.54941366804134,0.4723871799083516,64.8922555070378,89.25286597663077,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4797,2,2023-04-27 09:22:35,2023-04-27 11:26:56,41.83345392541713,-87.66276831599787,0.1605651608592714,66.60189906953845,50.64293198629634,8.710837553743195,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4798,2,2023-04-27 09:57:32,2023-04-27 10:14:09,34.0801719805718,-118.22761731970267,0.45298440381014987,66.54524289920693,32.534798589660156,9.472760426170135,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4799,2,2023-04-27 10:32:29,2023-04-27 11:12:27,33.99014405203598,-118.22137282519542,0.7226367936113055,79.10174240048377,75.00297767302992,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4800,3,2023-04-27 11:07:26,2023-04-27 12:51:29,25.876908809605535,-80.16360616684925,0.18015796010621082,31.511193104703864,40.11932846095961,9.640132366783295,Cloudy,False,True,False,False,False,True,False,False,False,False,False,False,False
A-4801,1,2023-04-27 11:42:22,2023-04-27 12:10:24,29.776462813631333,-95.50387647766927,0.16600632898373938,47.05359596964661,52.91582177180467,7.831507163432553,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4802,2,2023-04-27 12:17:19,2023-04-27 12:37:19,25.78300362851525,-80.23955896248364,0.6485971029527339,94.38239545340932,43.61355383455991,9.07704386784531,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4803,2,2023-04-27 12:52:16,2023-04-27 13:13:23,25.823023580141694,-80.22563426760021,0.3550144882256682,46.60162433422816,98.02987777947254,10.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False
A-4804,2,2023-04-27 13:27:13,2023-04-27 14:05:34,25.69563702997964,-80.1310446260942,0.07471459369727375,53.554330262003006,60.936671800991924,9.895760115182604,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4805,2,2023-04-27 14:02:10,2023-04-27 14:42:21,34.082803265639605,-118.16307895394787,0.39449371456553306,83.76415721811547,66.87029495682005,6.498567109179037,Fog,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4806,2,2023-04-27 14:37:06,2023-04-27 15:49:05,34.061894572152056,-118.25991226102578,0.5441464414642457,65.75319720667052,59.94524098495689,6.304714761194719,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4807,1,2023-04-27 15:12:03,2023-04-27 15:39:17,41.896614037464985,-87.5966638720456,0.33796387266619926,65.89066650685164,44.5969635847746,7.759857814318873,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4808,2,2023-04-27 15:47:00,2023-04-27 16:56:27,29.817827698319704,-95.2617204875418,0.4892975384339129,88.85814397391323,71.83043816556791,8.579205298008658,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False
A-4809,2,2023-04-27 16:21:57,2023-04-27 21:46:44,34.07412031219542,-118.18531343097276,0.2269504675232582,56.37764585154996,78.424571806818,7.840681687801048,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4810,3,2023-04-27 16:56:53,2023-04-27 18:41:45,34.03318213013223,-118.28154859306885,1.0511051928063568,56.95275898186135,47.4568382006172,5.708713612107033,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4811,2,2023-04-27 17:31:50,2023-04-27 18:32:16,33.98010879590385,-118.30172283830217,0.13719502919520168,76.40767587045517,61.72537710501682,6.489807699187012,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,False
A-4812,2,2023-04-27 18:06:47,2023-04-27 20:28:19,34.08846192337065,-118.28355535365611,0.16518712924936643,67.39533989398322,80.93644478952376,8.447744187842858,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4813,2,2023-04-27 18:41:44,2023-04-27 22:29:15,33.96254595459632,-118.22492012972735,0.7428581264975466,80.42381377461768,36.42475625597978,10.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4814,2,2023-04-27 19:16:41,2023-04-27 20:09:41,34.154430121683355,-118.27352206355718,0.029799857823403175,55.33074964284435,56.64433946581932,10.0,Fair,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4815,3,2023-04-27 19:51:37,2023-04-27 20:21:01,29.8045694948196,-95.47511969114429,2.1862439460561007,67.98750978744185,76.41611480635322,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4816,2,2023-04-27 20:26:34,2023-04-27 22:32:29,40.85531197732807,-73.96067137337319,0.49579712103080587,63.90411123082357,39.56301269457589,8.86184534174392,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4817,2,2023-04-27 21:01:31,2023-04-27 22:40:11,29.837610729949155,-95.2844096126795,0.8236863760162598,59.13160633507877,62.5197028963821,9.267277526223276,Clear,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4818,2,2023-04-27 21:36:28,2023-04-27 21:55:26,25.898476642294042,-80.09500848319847,0.43846753331762844,45.76723111096523,49.219743739205796,9.37438550601739,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4819,2,2023-04-27 22:11:25,2023-04-28 00:30:22,29.85631979853244,-95.29984029372814,0.7716611645045303,58.68908437507592,45.779352290787955,9.755814996372935,Rain,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4820,2,2023-04-27 22:46:21,2023-04-27 23:21:53,40.6323555223053,-74.03536179349054,0.28475696735382533,56.91729489795533,46.01413701934045,8.92734173513137,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4821,2,2023-04-27 23:21:18,2023-04-27 23:53:48,34.05885006543034,-118.24429219168006,0.429887248510882,83.79497914027996,33.141285331393206,8.284865601841283,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4822,2,2023-04-27 23:56:15,2023-04-28 00:30:10,41.82659023911133,-87.54090838278364,0.5422429555745176,73.50820145062562,15.47256862205505,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4823,2,2023-04-28 00:31:12,2023-04-28 01:03:33,29.88277346194301,-95.2983081523102,1.1610292994103044,71.66546119351013,40.786750227745,6.730880068770675,Clear,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4824,3,2023-04-28 01:06:08,2023-04-28 01:53:48,40.881268507549066,-73.94486733600544,0.01769576626552702,62.26964725833987,68.17441473019892,10.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4825,2,2023-04-28 01:41:05,2023-04-28 02:35:06,41.87900289785283,-87.6272600993901,0.05765497925583673,51.62162343979994,40.323084195234735,5.638058564941877,Clear,True,True,True,False,False,False,False,False,False,False,False,False,False
A-4826,2,2023-04-28 02:16:02,2023-04-28 02:55:59,25.71972649755477,-80.13090461018388,0.5866347073735488,68.33985009580094,50.91905734517822,10.0,Fog,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4827,2,2023-04-28 02:50:59,2023-04-28 03:29:55,34.00723249518814,-118.11094644009135,0.2110735655481348,86.27231787859391,32.39929288428943,5.910505839434819,Fair,False,False,True,True,False,False,False,False,False,False,False,False,False
A-4828,2,2023-04-28 03:25:56,2023-04-28 04:41:05,34.10356360735148,-118.20326852990237,0.5661843159847147,52.12302891078831,62.721179399924466,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4829,2,2023-04-28 04:00:52,2023-04-28 04:16:00,25.715429030262126,-80.02099343928559,0.1292153648867627,71.80665021212647,94.69548394934336,7.697684887211981,Clear,True,False,False,False,True,False,False,False,False,False,False,False,False
A-4830,2,2023-04-28 04:35:49,2023-04-28 07:02:54,33.99769187148518,-118.29642477524116,0.4947790065020302,58.20119116871126,71.23925115322332,9.494349565255582,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4831,2,2023-04-28 05:10:46,2023-04-28 06:22:10,34.009199178332395,-118.28548466619785,0.3251541852987187,64.91722133170052,54.768348242498774,10.0,Clear,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4832,3,2023-04-28 05:45:43,2023-04-28 06:55:59,41.82972553198981,-87.79676553965676,0.0655776746965934,62.66519560141321,68.17220703063987,7.025411912711398,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4833,2,2023-04-28 06:20:39,2023-04-28 07:00:19,40.64263990698145,-74.02279791690988,1.325554632934535,71.74699048039092,83.57908017318852,9.4015472259609,Clear,False,False,False,False,False,False,False,False,False,False,True,False,False
A-4834,3,2023-04-28 06:55:36,2023-04-28 09:42:29,34.06056337964394,-118.25527486085939,0.7855848694879854,62.65798634091193,80.01255145829725,8.624975878197388,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4835,2,2023-04-28 07:30:33,2023-04-28 07:45:34,41.83101240123502,-87.50037386211457,0.7595128661167545,57.453116725413885,82.49648432145251,10.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False
A-4836,2,2023-04-28 08:05:30,2023-04-28 08:24:05,34.05661664071938,-118.31808783587141,0.5968876054353626,41.34675568777218,64.81665145811466,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4837,4,2023-04-28 08:40:27,2023-04-28 10:08:47,34.18707492431658,-118.26158734239232,0.010789710227112437,68.30195886107461,95.65326147963262,9.902883454936148,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4838,4,2023-04-28 09:15:23,2023-04-28 10:30:47,29.711814156362326,-95.3355858583192,0.3512173865947301,74.15909584852143,52.88998205432022,6.522830352698733,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4839,2,2023-04-28 09:50:20,2023-04-28 10:19:35,41.89686659736603,-87.67026765354024,0.695072151618581,65.93807073952753,88.91154042964814,8.197108964846745,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4840,2,2023-04-28 10:25:17,2023-04-28 11:20:56,33.92658106767345,-118.14511729363913,0.12215104694784236,63.90686112594759,74.1817249163621,9.023760802529367,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4841,3,2023-04-28 11:00:14,2023-04-28 11:49:24,40.777114342366794,-74.00033025036197,0.4775974433230204,87.30029154637387,46.95542113658387,10.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4842,2,2023-04-28 11:35:10,2023-04-28 12:23:52,41.98743973893556,-87.60474855814932,1.325949793649931,89.31416786215291,25.40788806620624,6.423487574679031,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False
A-4843,3,2023-04-28 12:10:07,2023-04-28 13:05:51,34.065719314513146,-118.31040007534702,0.6990454511016201,81.07301191448371,64.07089895313689,8.667637843660215,Cloudy,False,True,False,False,False,False,False,False,False,False,False,False,False
A-4844,2,2023-04-28 12:45:04,2023-04-28 16:48:21,41.95080107824995,-87.56614503839022,0.39663747273192,70.02102319605102,27.602148857614758,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4845,3,2023-04-28 13:20:01,2023-04-28 16:51:39,29.6702903683084,-95.31797560224393,0.18547699191906958,66.45583085534189,64.32006585643806,8.76607882238571,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4846,2,2023-04-28 13:54:58,2023-04-28 17:09:57,34.057720280058966,-118.30910652694222,0.5060408448208857,49.197062863790705,40.53438220777049,9.18714700851327,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4847,4,2023-04-28 14:29:54,2023-04-28 15:20:42,34.05481981180235,-118.36750924106877,0.6265881421438481,36.41175663402346,76.02691116789197,5.509526872609228,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4848,2,2023-04-28 15:04:51,2023-04-28 15:37:05,41.907052626908886,-87.72758902456034,0.5077381100627891,85.56268869895723,33.384563298161346,8.28009344314544,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4849,2,2023-04-28 15:39:48,2023-04-28 16:31:45,34.11228969526244,-118.39492081573498,0.7041037792206688,66.71084437012149,98.22979217418062,10.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4850,2,2023-04-28 16:14:45,2023-04-28 17:13:36,29.808287607315552,-95.31071471686383,0.16372953956312666,115.87615165829762,65.40255565957837,7.599048341253382,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4851,2,2023-04-28 16:49:41,2023-04-28 17:21:29,29.87360064514287,-95.41971006974866,0.3544463687847523,56.24292514576552,25.529650291748816,5.697373875589371,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4852,2,2023-04-28 17:24:38,2023-04-28 18:24:43,34.08758417249083,-118.38682361233971,0.3977800148647173,71.40446834703693,75.42863426530214,7.2777113741160875,Clear,False,False,False,True,False,False,False,False,False,False,False,False,False
A-4853,3,2023-04-28 17:59:35,2023-04-28 18:58:22,34.030356073398785,-118.46210942518165,0.04709215923683514,80.3299671730272,27.815862893269063,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4854,2,2023-04-28 18:34:32,2023-04-28 20:34:44,29.58213260480402,-95.33974024946242,0.09712284459230207,55.207459253088864,71.71409552344413,9.934647559444153,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4855,2,2023-04-28 19:09:29,2023-04-28 19:36:41,40.74807373675327,-74.21071009841499,0.18309044290211943,60.955510812982915,43.622927444591454,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4856,2,2023-04-28 19:44:25,2023-04-28 20:53:15,41.854625487814936,-87.66175398247888,0.024467057952345814,62.08464846885887,100.0,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4857,4,2023-04-28 20:19:22,2023-04-28 21:01:20,33.95219290599248,-118.37266908252204,0.13302782040673372,58.89679253459427,58.58778484717147,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4858,2,2023-04-28 20:54:19,2023-04-28 21:15:35,29.76216541607495,-95.53334643809609,0.3692361788789489,70.98328419463155,16.80572589646981,10.0,Clear,True,True,True,False,False,False,False,False,False,False,False,False,False
A-4859,2,2023-04-28 21:29:16,2023-04-28 22:01:22,41.939559886172205,-87.70506576593536,0.39016466405836103,65.82258491532306,56.32302048976917,9.127342229496103,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4860,3,2023-04-28 22:04:12,2023-04-28 22:21:52,34.1596365065305,-118.26215687779879,0.14345929429423088,34.451636753795015,40.110660885957344,8.690492754234851,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4861,3,2023-04-28 22:39:09,2023-04-28 23:11:28,40.72547689480951,-73.92643272569315,1.4639267267226554,66.65361676869885,89.0770320324882,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4862,2,2023-04-28 23:14:06,2023-04-28 23:32:19,41.89167480726862,-87.6137684172099,0.31477319422669,70.60776672436323,66.32506557634707,10.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4863,2,2023-04-28 23:49:03,2023-04-29 02:00:53,41.84532456989653,-87.50535080308299,0.5070569179632453,64.39023764245374,51.4457298501997,7.541471618381632,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4864,2,2023-04-29 00:24:00,2023-04-29 00:43:49,34.089098260919904,-118.28493478917451,0.015416436280848331,89.70316986352343,68.36425034242677,10.0,Clear,False,True,False,False,True,False,False,False,False,False,False,False,False
A-4865,2,2023-04-29 00:58:56,2023-04-29 02:30:27,40.763134388629965,-74.13632746309045,0.2547317285862603,70.21932549084642,77.2550099340606,9.579759982669726,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4866,3,2023-04-29 01:33:53,2023-04-29 03:35:21,41.88072686472811,-87.50694952169512,0.39056136025442195,65.3531716101573,75.79372664508475,9.83128837062812,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False
