ID,Severity,Date,Time,Latitude,Longitude,Traffic_Volume,Weather_Condition,Road_Condition,Speed_Breaker,Traffic_Signal,Junction,Crossing
BLR-2671,3,07/04/2024,00:24,12.937924738961438,77.61986252547528,2304.791756066503,Raining,Dry,0,0,0,0
BLR-2672,1,07/04/2024,23:18,13.120251853363984,77.56307738384744,971.8862883137153,Overcast,Wet,0,0,1,0
BLR-2673,3,07/04/2024,08:48,12.93110138436823,77.61072877549755,1662.3441156303643,Raining,Potholes/Damaged,0,1,1,0
BLR-2674,3,07/04/2024,14:51,13.073725718018881,77.58526182273873,1875.8620597991307,Sunny/Clear,Under Construction,0,0,0,0
BLR-2675,3,07/04/2024,04:35,13.044555200082074,77.62957650565241,950.1652540657497,Sunny/Clear,Dry,0,0,0,0
BLR-2676,2,07/04/2024,03:56,12.913686356352134,77.6917128725943,1640.9507771994743,Sunny/Clear,Dry,0,0,1,0
BLR-2677,2,07/04/2024,14:04,12.972962878536173,77.67694368162526,1826.0143856179227,Sunny/Clear,Dry,0,0,0,0
BLR-2678,2,07/04/2024,16:29,13.112544253355049,77.58336943458247,479.48688700287994,Sunny/Clear,Dry,0,0,1,0
BLR-2679,3,07/04/2024,06:05,12.95748892612492,77.66610125375749,1408.8830232658365,Sunny/Clear,Dry,1,0,1,0
BLR-2680,2,07/04/2024,14:56,12.903987396232344,77.59740317062295,1702.5886921937592,Sunny/Clear,Dry,0,0,0,0
BLR-2681,3,07/04/2024,19:45,12.977500518975909,77.48149749572603,1982.1449421836794,Raining,Dry,0,1,0,0
BLR-2682,4,07/04/2024,09:05,12.875131531665085,77.60248955933653,627.6430826466606,Sunny/Clear,Dry,0,1,0,0
BLR-2683,2,07/04/2024,09:54,12.959740538565939,77.44395771202971,1550.181121462502,Raining,Dry,0,0,0,0
BLR-2684,4,07/04/2024,19:59,13.104827751712591,77.6023737785653,1964.29367480374,Raining,Dry,0,0,0,0
BLR-2685,2,07/04/2024,08:12,12.969203491244953,77.59860355632325,1661.981272527885,Sunny/Clear,Wet,0,1,1,0
BLR-2686,3,08/04/2024,13:00,12.984818227481451,77.5415757358159,1870.7693605322988,Sunny/Clear,Wet,0,0,1,0
BLR-2687,3,08/04/2024,00:18,13.042193623086616,77.54872854456696,1861.2470960739145,Sunny/Clear,Dry,0,0,0,0
BLR-2688,2,08/04/2024,08:36,12.985288317501135,77.55400931104353,1050.2914435863058,Raining,Potholes/Damaged,0,1,0,0
BLR-2689,3,08/04/2024,16:47,12.971234984838194,77.51801405304522,1965.4082394955935,Raining,Dry,0,0,0,0
BLR-2690,1,08/04/2024,11:04,12.89784015836987,77.70080198687263,1875.53667069519,Sunny/Clear,Dry,0,0,0,0
BLR-2691,3,08/04/2024,05:51,13.060238573769865,77.60364396541016,1254.7519823122,Sunny/Clear,Dry,0,0,1,0
BLR-2692,3,08/04/2024,22:10,12.990075707919642,77.6423691632366,1465.208964789444,Raining,Dry,0,0,1,0
BLR-2693,2,08/04/2024,18:52,12.964459692228315,77.66476096679703,1912.3736478450144,Raining,Dry,0,1,0,1
BLR-2694,3,08/04/2024,05:54,12.912492553492003,77.5592210205732,2142.642011173284,Sunny/Clear,Dry,0,0,0,0
BLR-2695,2,08/04/2024,09:14,12.926598978688638,77.5874687695476,1409.8316898972173,Sunny/Clear,Wet,0,0,0,0
BLR-2696,3,08/04/2024,17:52,13.018541774217605,77.51269651139519,1695.2550560515238,Raining,Dry,0,1,0,0
BLR-2697,3,08/04/2024,06:54,13.03448038788691,77.5768054804343,2180.6413829573107,Sunny/Clear,Dry,0,0,1,0
BLR-2698,2,08/04/2024,02:55,12.880596924555023,77.71406540420453,1244.641016561492,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2699,2,08/04/2024,15:44,13.05375375856087,77.57446113863735,2272.239679802462,Sunny/Clear,Dry,0,0,0,0
BLR-2700,2,08/04/2024,16:35,12.990284241586016,77.64929036593703,1065.1623964708697,Sunny/Clear,Dry,0,0,1,0
BLR-2701,2,08/04/2024,18:03,13.081965449461121,77.53647528286807,1414.201634820076,Sunny/Clear,Dry,0,1,0,0
BLR-2702,3,08/04/2024,11:55,13.024451287062872,77.64058113437093,1881.6005425634169,Overcast,Dry,1,0,1,0
BLR-2703,4,08/04/2024,03:23,13.030188678665706,77.57649365877207,2095.6225069348247,Raining,Dry,0,0,0,0
BLR-2704,2,08/04/2024,16:59,13.07469775991672,77.63241149657878,1605.5654834293525,Sunny/Clear,Wet,0,0,0,0
BLR-2705,3,08/04/2024,23:25,12.888503838727008,77.58667816461131,578.9758900519772,Sunny/Clear,Dry,0,1,1,0
BLR-2706,3,08/04/2024,17:21,12.962263856979485,77.5236000044536,1402.4674253201083,Raining,Dry,0,0,1,0
BLR-2707,2,08/04/2024,05:18,13.037863163581054,77.65628722388814,1387.3271654360365,Sunny/Clear,Dry,0,0,0,0
BLR-2708,2,08/04/2024,04:33,12.891893821726615,77.68184975640816,1436.3542371341437,Sunny/Clear,Wet,0,0,0,0
BLR-2709,2,08/04/2024,10:55,13.034100635098287,77.50319232423827,2112.0286088278885,Sunny/Clear,Dry,0,0,0,0
BLR-2710,3,08/04/2024,23:44,13.013322795445683,77.54034381573953,941.3888156025582,Sunny/Clear,Dry,0,0,0,1
BLR-2711,3,08/04/2024,04:22,12.893065288871716,77.64273492728812,1456.9120943766873,Sunny/Clear,Dry,1,0,0,0
BLR-2712,3,08/04/2024,07:42,12.965069058450231,77.64918980589717,1415.7826715793374,Sunny/Clear,Dry,0,0,0,0
BLR-2713,4,08/04/2024,03:17,12.91374805797015,77.63991889723366,1387.1677333134833,Sunny/Clear,Dry,0,1,0,0
BLR-2714,4,09/04/2024,14:36,12.951431193440369,77.70671926177816,1041.216836248589,Sunny/Clear,Dry,0,0,0,0
BLR-2715,3,09/04/2024,22:11,12.865652791769298,77.69241093725167,1616.6242405977018,Sunny/Clear,Wet,0,1,0,0
BLR-2716,3,09/04/2024,03:03,12.814940087885244,77.68441790268022,1307.2733244130354,Raining,Dry,0,0,1,0
BLR-2717,3,09/04/2024,19:40,13.028825435189914,77.57041544216477,1166.9560993645036,Sunny/Clear,Dry,0,0,1,0
BLR-2718,2,09/04/2024,08:13,12.930080429717085,77.6318981123252,1255.5691896112041,Raining,Dry,0,0,0,0
BLR-2719,3,09/04/2024,23:58,12.933204848948947,77.5580575182179,1210.334154578456,Sunny/Clear,Dry,1,0,1,0
BLR-2720,3,09/04/2024,07:22,13.005226622745704,77.64474981724749,1019.5080992658445,Sunny/Clear,Dry,0,0,0,0
BLR-2721,3,09/04/2024,00:55,13.034039778202327,77.58387951821155,1109.9358043239206,Raining,Potholes/Damaged,0,0,0,0
BLR-2722,1,09/04/2024,10:26,12.926918231804445,77.47496538834287,756.660715026929,Sunny/Clear,Dry,0,1,1,0
BLR-2723,3,09/04/2024,03:28,13.022970144454618,77.55932171949388,2378.66779102703,Sunny/Clear,Under Construction,0,0,0,0
BLR-2724,3,09/04/2024,16:48,12.999511864723997,77.73380121238944,1596.32155791686,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2725,2,09/04/2024,18:44,12.950862597318789,77.53636842485592,1446.722910641879,Sunny/Clear,Dry,0,0,1,0
BLR-2726,2,09/04/2024,18:57,12.885375566641867,77.59322570766336,2004.2870069183778,Sunny/Clear,Under Construction,0,0,0,0
BLR-2727,3,09/04/2024,16:23,13.00249146256184,77.57624785477485,1635.0481676019617,Sunny/Clear,Wet,0,0,0,0
BLR-2728,3,09/04/2024,19:43,12.96156951447145,77.64217973947346,1807.2559806611885,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2729,2,09/04/2024,19:45,12.94217970995599,77.5370857717009,1585.2306011811859,Sunny/Clear,Dry,0,0,0,0
BLR-2730,2,09/04/2024,21:40,12.960417184580294,77.58836402103844,2377.1095502682574,Sunny/Clear,Dry,0,0,0,0
BLR-2731,3,09/04/2024,11:55,12.945978298668692,77.5837379579385,2789.0221141108645,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2732,2,09/04/2024,16:15,13.067081601792546,77.65728867949946,2436.133787468792,Raining,Wet,0,0,1,1
BLR-2733,2,09/04/2024,11:41,13.022368730321835,77.55265194692645,100.0,Sunny/Clear,Under Construction,0,1,0,0
BLR-2734,3,09/04/2024,01:34,12.893864971382758,77.57617581115726,1198.499509033649,Foggy,Under Construction,0,0,1,0
BLR-2735,2,09/04/2024,04:15,12.98535058947139,77.62448996800744,1226.4246593982834,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2736,3,09/04/2024,20:12,12.936710868502448,77.5302385151195,2168.7506243076314,Raining,Dry,0,0,0,0
BLR-2737,3,09/04/2024,23:17,12.953685023186031,77.5502665633203,1298.9161517538566,Sunny/Clear,Potholes/Damaged,0,0,1,0
BLR-2738,2,09/04/2024,01:55,13.032698080236571,77.5557680060506,1338.1836617258066,Sunny/Clear,Wet,0,0,0,0
BLR-2739,2,09/04/2024,00:40,12.92628566346468,77.68937851840293,1259.8840244927203,Sunny/Clear,Dry,0,0,0,0
BLR-2740,2,09/04/2024,17:27,12.944983786719623,77.66771364372086,1338.7735256896428,Sunny/Clear,Dry,0,1,0,0
BLR-2741,3,10/04/2024,04:34,12.970087099056784,77.71867472649083,1488.8507017091936,Sunny/Clear,Potholes/Damaged,0,1,1,0
BLR-2742,3,10/04/2024,04:11,12.917337086515143,77.620849613894,1785.4787150289483,Sunny/Clear,Wet,0,0,0,0
BLR-2743,3,10/04/2024,07:07,12.98256762952552,77.60686976168157,1451.1003173135355,Sunny/Clear,Dry,0,0,0,0
BLR-2744,3,10/04/2024,21:24,12.938359975344643,77.61150052888921,1430.1570575176775,Sunny/Clear,Wet,0,1,0,0
BLR-2745,2,10/04/2024,06:01,12.916605294429498,77.57235805925443,1260.0519334600874,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2746,3,10/04/2024,00:55,13.057111328372905,77.56527893269957,1616.7743496822698,Raining,Dry,1,1,0,0
BLR-2747,3,10/04/2024,00:39,13.064909353623095,77.6613465782104,564.3432613914962,Raining,Dry,0,1,0,0
BLR-2748,3,10/04/2024,16:22,12.973005102783567,77.6957212911716,635.161357274522,Overcast,Wet,0,1,0,0
BLR-2749,2,10/04/2024,04:13,12.909415936242727,77.68860995823268,998.6641736248346,Sunny/Clear,Dry,0,0,1,0
BLR-2750,2,10/04/2024,07:19,13.017734422650387,77.7322240191703,1809.6749216417782,Sunny/Clear,Wet,0,0,0,0
BLR-2751,4,10/04/2024,17:22,12.9477437755946,77.70949529456566,664.7560524995372,Sunny/Clear,Wet,0,0,0,0
BLR-2752,3,10/04/2024,06:23,12.966718590519307,77.71378232942968,1977.9579524812734,Sunny/Clear,Dry,0,0,0,0
BLR-2753,3,10/04/2024,13:24,12.909682325048285,77.64435326824007,1558.0098278353876,Sunny/Clear,Wet,0,0,0,0
BLR-2754,2,10/04/2024,13:37,12.980535032380079,77.62058802998462,952.2987857855074,Sunny/Clear,Dry,0,1,0,1
BLR-2755,3,10/04/2024,02:52,12.881267192823087,77.59003785826096,1754.8877258180032,Sunny/Clear,Dry,0,1,1,0
BLR-2756,3,10/04/2024,13:13,12.862108773183408,77.60677407966091,1031.6233270636405,Foggy,Dry,0,1,0,0
BLR-2757,4,10/04/2024,02:41,12.87188773268751,77.61093928253787,1505.7449675653434,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2758,3,10/04/2024,08:52,12.964437395280713,77.72113677270255,1241.5800999871933,Sunny/Clear,Dry,0,0,0,0
BLR-2759,3,10/04/2024,06:25,12.9719825982771,77.60792183460204,1995.677117990633,Sunny/Clear,Potholes/Damaged,1,0,0,1
BLR-2760,4,10/04/2024,06:06,12.983209602002596,77.57310087457319,1908.786687814374,Sunny/Clear,Dry,0,1,0,0
BLR-2761,3,10/04/2024,11:57,12.973948883240743,77.65046740948581,2002.2252270607844,Sunny/Clear,Dry,0,0,0,0
BLR-2762,3,10/04/2024,03:51,13.050705927459202,77.6041597250846,2121.668735365623,Sunny/Clear,Dry,1,1,1,0
BLR-2763,3,10/04/2024,12:02,12.967424972505409,77.57859468365551,1868.2417506282254,Raining,Potholes/Damaged,0,0,0,0
BLR-2764,3,10/04/2024,19:08,12.901333713620827,77.62257179491513,1645.8362284979623,Sunny/Clear,Wet,0,1,0,0
BLR-2765,3,10/04/2024,20:21,13.02201354856152,77.59799460380546,579.0924186457357,Sunny/Clear,Dry,0,1,0,0
BLR-2766,3,10/04/2024,19:44,13.144213265773395,77.61829484072408,1516.3762181028292,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2767,3,10/04/2024,00:22,12.806584551146331,77.73206256936095,482.1939159656936,Sunny/Clear,Dry,0,1,0,0
BLR-2768,3,11/04/2024,22:37,12.823550354550372,77.68407802745287,866.4420152944311,Sunny/Clear,Wet,0,1,0,0
BLR-2769,2,11/04/2024,19:25,12.943168369807653,77.6978600455028,1885.020296020964,Raining,Potholes/Damaged,1,0,0,0
BLR-2770,2,11/04/2024,23:27,13.022192774490705,77.7296768355072,905.1377048119471,Sunny/Clear,Dry,0,0,0,0
BLR-2771,2,11/04/2024,07:16,12.808735125380386,77.66357838808149,1734.0966611363099,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2772,3,11/04/2024,23:17,13.004301089540244,77.612205556648,1403.8980057306703,Sunny/Clear,Dry,0,1,0,0
BLR-2773,2,11/04/2024,03:25,12.880678631820398,77.7254291806608,1404.576996007764,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2774,3,11/04/2024,11:53,12.920308262260303,77.5206758438525,1322.7484564648114,Sunny/Clear,Dry,0,1,0,0
BLR-2775,3,11/04/2024,15:17,13.008826041315746,77.61796002003258,1747.0791042743772,Sunny/Clear,Dry,0,0,0,0
BLR-2776,4,11/04/2024,09:35,12.976214017799894,77.62128947769612,1340.5277760003648,Raining,Dry,1,0,1,1
BLR-2777,3,11/04/2024,01:59,13.038160695010216,77.5809152150711,1282.7295435934545,Sunny/Clear,Dry,0,1,1,0
BLR-2778,3,11/04/2024,14:08,13.02865375606421,77.66582577093418,1695.659040644216,Sunny/Clear,Dry,1,0,0,0
BLR-2779,3,11/04/2024,14:31,12.950336915164389,77.58603960125292,1458.656803926983,Sunny/Clear,Dry,0,0,0,1
BLR-2780,4,11/04/2024,04:50,13.013502315631735,77.60044520171733,927.0145140462563,Sunny/Clear,Dry,0,0,0,0
BLR-2781,3,11/04/2024,02:16,12.961747473524955,77.61065003204943,1452.1492148768339,Sunny/Clear,Wet,0,0,0,0
BLR-2782,3,11/04/2024,12:55,13.04011935682901,77.70177436652598,851.3993411125138,Overcast,Potholes/Damaged,0,0,0,0
BLR-2783,3,11/04/2024,02:27,13.019520839792145,77.58134445946138,1499.848287285329,Sunny/Clear,Dry,0,1,1,0
BLR-2784,2,11/04/2024,03:17,12.98115882672511,77.54086161080465,2109.8763702377055,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2785,3,11/04/2024,23:34,13.043550583145793,77.58983771366127,1030.7684423761407,Sunny/Clear,Dry,0,0,0,0
BLR-2786,3,11/04/2024,13:15,12.922980454345343,77.55980694888444,1921.388056209475,Sunny/Clear,Dry,0,0,0,0
BLR-2787,3,11/04/2024,11:10,12.826830874420185,77.62668358870432,1807.4392481316052,Overcast,Potholes/Damaged,1,0,1,0
BLR-2788,3,11/04/2024,01:32,12.943256068681343,77.54540445841054,732.2068511684975,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2789,2,11/04/2024,12:29,13.033415193921133,77.53970658114588,1551.7134761928016,Raining,Wet,1,0,0,0
BLR-2790,3,11/04/2024,17:17,13.04217026066967,77.4956891291175,2085.833902500908,Raining,Potholes/Damaged,0,1,1,0
BLR-2791,3,11/04/2024,12:03,13.064644780835033,77.6102821640488,1201.5511617136642,Sunny/Clear,Dry,0,0,0,0
BLR-2792,2,11/04/2024,00:14,12.948741929706042,77.60534529808699,1180.872702437935,Foggy,Dry,0,0,0,0
BLR-2793,1,11/04/2024,16:05,13.03205494691918,77.7112349804775,1082.0042238695169,Sunny/Clear,Potholes/Damaged,0,0,0,1
BLR-2794,4,11/04/2024,04:32,12.956000103678132,77.66912379580577,1623.325476027419,Sunny/Clear,Dry,0,0,1,0
BLR-2795,3,11/04/2024,21:15,12.931261613472216,77.62650576764926,689.6380752871393,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2796,3,12/04/2024,13:23,12.96885561955858,77.60238345593892,900.9472333983877,Raining,Dry,0,0,0,0
BLR-2797,2,12/04/2024,04:02,12.931904188310076,77.7289441046244,1063.870903263019,Sunny/Clear,Wet,1,0,0,0
BLR-2798,2,12/04/2024,02:26,12.837761941932156,77.64563104655626,550.4712892237425,Raining,Potholes/Damaged,1,0,1,0
BLR-2799,3,12/04/2024,11:49,12.85026419669014,77.60250641610394,670.0490269827192,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2800,3,12/04/2024,08:24,13.035618563841094,77.69980842013925,1050.4622912358082,Sunny/Clear,Under Construction,0,0,0,0
BLR-2801,3,12/04/2024,22:16,12.971896061893673,77.53768066954598,1328.1665309073699,Sunny/Clear,Dry,0,0,0,0
BLR-2802,2,12/04/2024,16:19,12.822773735146553,77.64703409747246,2138.2321091766107,Sunny/Clear,Dry,0,0,1,0
BLR-2803,3,12/04/2024,17:34,13.007962241530013,77.58743320837344,2020.0502097344079,Foggy,Under Construction,0,0,0,0
BLR-2804,3,12/04/2024,17:14,12.952974825100672,77.63979618102364,1725.9689615724706,Overcast,Dry,0,0,0,0
BLR-2805,3,12/04/2024,00:02,13.039293148156865,77.52718626202402,2562.7402870224237,Raining,Wet,0,1,0,1
BLR-2806,3,12/04/2024,06:09,13.117967753650243,77.60341282956146,1464.7376142117182,Sunny/Clear,Dry,1,0,1,0
BLR-2807,3,12/04/2024,08:25,13.008333631633068,77.57703659179174,1904.8657566592583,Foggy,Dry,0,0,0,0
BLR-2808,2,12/04/2024,08:39,13.070207305535806,77.629910401775,1292.6362724559856,Sunny/Clear,Dry,0,0,0,0
BLR-2809,3,12/04/2024,05:32,13.012141212565997,77.61620410708143,1822.9527280374978,Sunny/Clear,Dry,0,0,1,0
BLR-2810,2,12/04/2024,15:23,13.091208480923438,77.53652029402227,1178.1860507710946,Sunny/Clear,Wet,1,0,0,0
BLR-2811,4,12/04/2024,23:29,13.044958562081195,77.59336278157488,562.3045319326988,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2812,3,12/04/2024,09:10,12.89421754663628,77.63846176562586,1359.2024742731135,Sunny/Clear,Dry,0,0,1,0
BLR-2813,4,12/04/2024,11:21,12.913943496363862,77.59495103373904,2150.329355282839,Sunny/Clear,Dry,0,1,0,0
BLR-2814,3,12/04/2024,02:37,12.968923289374468,77.62021754834275,613.377027106721,Sunny/Clear,Dry,0,0,0,0
BLR-2815,2,12/04/2024,07:22,12.792169159477767,77.71214062650618,989.7368179884539,Sunny/Clear,Potholes/Damaged,0,0,0,1
BLR-2816,2,12/04/2024,12:55,12.999980962073497,77.56187443443032,1620.5407930401775,Sunny/Clear,Dry,0,0,0,0
BLR-2817,2,12/04/2024,18:39,12.896124712162964,77.66638550412102,1790.8842062830201,Sunny/Clear,Wet,0,0,1,1
BLR-2818,3,12/04/2024,20:54,12.958382801611448,77.57553364232945,1976.7738983575937,Raining,Dry,1,0,0,0
BLR-2819,3,12/04/2024,12:35,12.969078548564532,77.57898642262191,2008.9970700854105,Sunny/Clear,Potholes/Damaged,0,1,0,0
BLR-2820,1,12/04/2024,02:21,12.918295004173808,77.621772850217,1496.4630789232403,Overcast,Dry,0,1,1,0
BLR-2821,2,12/04/2024,19:27,12.995814044627432,77.57686930621881,876.3761505991978,Sunny/Clear,Dry,0,0,0,0
BLR-2822,3,12/04/2024,02:21,13.021105372208131,77.56975518836678,1985.2115299702036,Sunny/Clear,Dry,0,0,0,0
BLR-2823,2,13/04/2024,11:36,12.967704216663323,77.64996836817394,1067.2064141829221,Raining,Potholes/Damaged,0,1,1,1
BLR-2824,3,13/04/2024,05:17,13.006402174076488,77.69659156423631,1017.8095427381692,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2825,3,13/04/2024,19:45,12.850404763297464,77.57642543621796,2304.5163266598743,Raining,Dry,0,1,0,0
BLR-2826,4,13/04/2024,04:42,12.90651425002535,77.60421125842723,1338.1546926304213,Overcast,Dry,0,0,1,0
BLR-2827,2,13/04/2024,08:28,12.929529960687232,77.653203603078,1627.2589755007841,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2828,4,13/04/2024,16:11,12.942737386562182,77.72556812205629,1965.7834834997102,Sunny/Clear,Under Construction,0,0,0,0
BLR-2829,3,13/04/2024,00:32,12.992912298500086,77.57134510081505,1547.7167568877928,Sunny/Clear,Dry,0,0,0,0
BLR-2830,2,13/04/2024,03:28,12.930048927315877,77.56311580832322,1548.7268821890443,Raining,Wet,0,0,0,0
BLR-2831,3,13/04/2024,21:17,12.939621836753883,77.69778335219102,2301.337690122393,Sunny/Clear,Under Construction,0,0,0,0
BLR-2832,2,13/04/2024,16:43,12.910514082172735,77.67690672523312,1015.8884733779141,Raining,Wet,1,0,0,0
BLR-2833,4,13/04/2024,19:23,12.876410237164913,77.5602717046487,1575.0953787125516,Sunny/Clear,Dry,0,0,0,0
BLR-2834,3,13/04/2024,21:43,13.036418329809718,77.56121497982984,1694.5538699257413,Sunny/Clear,Dry,0,0,0,0
BLR-2835,3,13/04/2024,04:00,12.93154289244469,77.53845290366847,411.42124175685626,Sunny/Clear,Wet,0,0,1,1
BLR-2836,4,13/04/2024,18:29,12.85974297811705,77.6402941415023,1144.2724247216267,Sunny/Clear,Under Construction,0,0,0,0
BLR-2837,2,13/04/2024,06:14,12.97009153966076,77.66714537154952,865.6735181244148,Sunny/Clear,Wet,0,0,0,0
BLR-2838,4,13/04/2024,13:57,13.032032933491543,77.67435430814676,1948.0267354278553,Sunny/Clear,Dry,0,0,0,0
BLR-2839,3,13/04/2024,02:04,12.86916113416272,77.70625576538154,1548.4519179631081,Foggy,Dry,0,0,0,0
BLR-2840,3,13/04/2024,05:24,13.024985144034568,77.54190879427229,1418.7980087701044,Sunny/Clear,Potholes/Damaged,0,0,1,0
BLR-2841,3,13/04/2024,10:50,12.919896529483651,77.63546709234389,1386.9186909243176,Sunny/Clear,Dry,0,0,0,0
BLR-2842,3,13/04/2024,21:58,12.974950074840832,77.65896484618412,2056.095305777012,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2843,2,13/04/2024,01:56,12.977697687564609,77.65377519370416,1443.464567225935,Raining,Dry,0,0,1,1
BLR-2844,2,13/04/2024,11:56,13.004594244744489,77.626910772399,1650.3310199031898,Raining,Dry,0,0,1,0
BLR-2845,3,13/04/2024,22:13,12.901420540354556,77.57996867960918,1092.5571394950787,Sunny/Clear,Wet,0,1,0,0
BLR-2846,3,13/04/2024,08:19,12.955708184823187,77.68651218788699,1940.1795062196525,Sunny/Clear,Dry,0,0,0,0
BLR-2847,3,13/04/2024,15:57,12.938834897741502,77.60482321898122,2024.4602128895986,Sunny/Clear,Dry,1,0,0,0
BLR-2848,3,13/04/2024,16:16,12.920696610549602,77.63533720247703,683.5646003827991,Sunny/Clear,Potholes/Damaged,0,0,0,0
BLR-2849,3,13/04/2024,01:41,12.899354153596406,77.61970183189295,1238.472867844754,Sunny/Clear,Dry,0,0,1,0
BLR-2850,3,13/04/2024,10:34,12.920920533185585,77.55387166725448,1007.9166532344641,Overcast,Dry,0,1,0,0
BLR-2851,3,14/04/2024,01:35,13.014885896518548,77.56818396766033,1597.604256414892,Sunny/Clear,Dry,0,0,0,1
BLR-2852,3,14/04/2024,07:18,12.914585692446359,77.69807115182016,1566.4417173512488,Raining,Dry,0,1,1,0
BLR-2853,3,14/04/2024,19:49,12.88555841941765,77.63136270110434,1806.7765528573502,Sunny/Clear,Dry,0,0,0,0
BLR-2854,3,14/04/2024,00:55,13.005990329581342,77.69722270748143,1158.5805365612446,Sunny/Clear,Dry,0,0,1,0
BLR-2855,2,14/04/2024,22:57,12.91634601119463,77.67570637421419,1454.4830520623464,Sunny/Clear,Dry,0,0,1,0
BLR-2856,3,14/04/2024,01:07,13.037458421103993,77.67752090650144,1290.9526241885387,Sunny/Clear,Dry,0,0,1,0
BLR-2857,3,14/04/2024,09:50,12.87322044009436,77.60736327439494,805.3489912447978,Overcast,Dry,0,0,0,0
BLR-2858,3,14/04/2024,06:48,12.989679780530803,77.5391950198411,924.5694277211882,Sunny/Clear,Dry,0,0,0,0
BLR-2859,3,14/04/2024,02:24,12.95723411476451,77.57481024393147,523.2045494895511,Sunny/Clear,Dry,0,0,0,0
BLR-2860,3,14/04/2024,14:03,12.969705001701852,77.6011892691007,2130.6701842602165,Sunny/Clear,Wet,0,0,1,0
BLR-2861,3,14/04/2024,16:42,13.00372079661868,77.59932853017744,874.4815143792894,Sunny/Clear,Dry,1,0,1,0
BLR-2862,2,14/04/2024,05:16,12.964086541077938,77.61383677353467,1305.2389275142345,Sunny/Clear,Dry,0,1,0,0
BLR-2863,3,14/04/2024,09:00,12.939844349189496,77.60331187955362,2271.5845479068435,Foggy,Wet,0,0,0,0
BLR-2864,3,14/04/2024,17:45,12.902404539301513,77.67629416124723,1226.3851427744935,Overcast,Potholes/Damaged,1,0,0,0
BLR-2865,3,14/04/2024,18:49,12.929959535082283,77.61417471615663,1926.8115788480661,Sunny/Clear,Dry,0,0,0,0
BLR-2866,3,14/04/2024,23:31,13.056739742633804,77.68031390258616,1288.5420682313352,Sunny/Clear,Dry,0,1,0,0
BLR-2867,4,14/04/2024,21:30,13.006809719959623,77.56472297109698,1640.724809156497,Raining,Dry,0,0,0,1
BLR-2868,2,14/04/2024,00:21,12.845020426497518,77.58447237226339,1364.4573325007775,Sunny/Clear,Dry,1,0,0,0
BLR-2869,3,14/04/2024,00:40,13.026830647010742,77.45993556799931,877.1161900869813,Sunny/Clear,Dry,0,0,0,0
BLR-2870,3,14/04/2024,13:34,12.8524951496447,77.62581647412688,2446.0349340460943,Raining,Dry,0,0,0,0
BLR-2871,2,14/04/2024,11:48,12.994525045098479,77.57836997178119,1992.2760052824106,Sunny/Clear,Wet,0,0,0,0
BLR-2872,3,14/04/2024,16:33,12.979935448773551,77.75341521581042,1388.3159527090224,Foggy,Dry,0,0,0,0
BLR-2873,3,14/04/2024,05:00,13.095178363713028,77.54490906197123,1031.1669388350729,Overcast,Dry,0,0,0,0
BLR-2874,2,14/04/2024,22:26,12.968506443725197,77.56527019027162,1064.9566364331436,Sunny/Clear,Wet,0,0,0,1
BLR-2875,3,14/04/2024,11:03,12.966183218673898,77.5874239365592,1339.3454401913996,Sunny/Clear,Wet,1,0,0,0
BLR-2876,4,14/04/2024,22:15,12.886927050173174,77.691663008056,1018.8167271704933,Sunny/Clear,Dry,0,0,0,0
BLR-2877,3,14/04/2024,19:10,12.922559027019535,77.55927199793304,1485.013935947655,Overcast,Dry,0,0,0,0
BLR-2878,4,15/04/2024,19:19,12.87428370682886,77.57540333979003,2129.124039095852,Sunny/Clear,Dry,0,0,0,1
BLR-2879,2,15/04/2024,09:07,12.942038877467672,77.5974283100176,1233.8793097476355,Sunny/Clear,Dry,0,0,0,0
BLR-2880,2,15/04/2024,01:39,12.920661912086011,77.61097375877955,2167.8128324152867,Sunny/Clear,Dry,0,0,0,0
BLR-2881,2,15/04/2024,00:54,12.817637903827734,77.6463073947733,948.3667996275194,Raining,Dry,1,0,0,0
BLR-2882,2,15/04/2024,06:53,12.980811144956387,77.57862409971378,2014.8494740996766,Sunny/Clear,Wet,1,0,0,0
